game_id,hours_until_game_start,lift_entries_blue,lift_entries_green,lift_entries_orange,lift_entries_red
0,-0.5,-18.905261721051197,-126.39338926759979,61.76726094515567,-86.04434521651235
0,-0.25,-59.438178657126016,-32.62620256620254,-92.27773532152841,-85.59736669442547
0,0.0,-28.066131959175436,35.72924143763956,88.12165165165169,-126.45556098779005
0,0.25,-49.55931684247474,79.62659966870493,125.0886612928718,137.35295023462209
0,0.5,-84.23658203658204,304.9620872410346,198.79889442073653,66.48961717356451
0,0.75,3.784241254241282,339.45096603096596,228.19228228228226,1.602925756362211
0,1.0,-2.9028785928785883,38.917078650762846,406.9411632685318,-95.75932996906685
0,1.25,-35.37188214188214,114.12401511559409,118.84595339700599,53.60270654112746
0,1.5,-22.913421744726083,-33.637456539721924,309.5026764264265,72.06386664860352
0,1.75,13.655743268901166,21.74034827034825,179.40974237395295,120.03479283795076
0,2.0,-50.21500955500955,96.27669864669858,186.99729462059676,243.22784325679055
0,2.25,-5.401678510808942,50.85018488695836,232.69618302513047,190.46389588836962
0,2.5,-63.7065188975715,128.68190246295498,264.93811917180335,98.03851490145615
0,2.75,-45.60936104460132,-177.48830123862155,117.19766014134434,108.9913900742848
0,3.0,-58.36386976057458,-16.026828280329468,19.57807401386342,53.040035010685166
0,3.25,-48.061964498005665,-18.784912792967702,106.08316263632051,158.8253017280881
0,3.5,-49.425287562816166,-43.36871091752093,81.36772562035713,41.844477575762404
0,3.75,-74.1590914222493,12.540375365112311,15.954707376549457,84.80218045112787
0,4.0,-113.00416009310749,-157.59768395189448,117.77177809388338,35.6461735087586
0,4.25,-89.825010437642,-192.61777379566863,65.80338232969805,-7.039023233759973
0,4.5,-44.846008244269115,-125.25839833800921,96.61560455192037,-6.270976965466115
0,4.75,-47.81242637716319,-60.77202767360667,-83.46900584795318,-45.48373211778784
0,5.0,-13.291925502026443,-172.23063481621836,125.0769148095464,140.18053306291688
0,5.25,-59.77720389062023,-216.21665193321934,-36.05938517464829,-79.88508624502427
