game_id,hours_until_game_start,lift_entries_blue,lift_entries_green,lift_entries_orange,lift_entries_red
3,5.0,50.84212125995301,88.37641025641025,-148.4346568627451,-167.43942307692302
3,5.25,66.36103856927383,-142.00044871794876,-79.65984917043744,-232.05477375565607
3,5.5,-59.26946994182292,-94.11160256410258,73.91323152337861,-264.5137141779789
3,5.75,-18.387930402930408,-3.0421153846153715,50.30622926093521,-41.995995475113176
3,6.0,-28.37258457229045,-136.99730769230766,-41.75414027149327,-80.27164027149314
4,-0.5,-49.49377636009215,44.20395019807586,-147.72818181818178,-133.19878787878787
4,-0.25,-29.17626794258373,-11.722110407984786,-45.63606060606062,-40.265454545454546
4,0.0,-35.238586591871524,-35.20593507228479,-34.45424242424243,-53.27303030303034
4,0.25,-73.49681220095692,51.945587796470654,-32.391818181818174,-108.73606060606062
4,0.5,-53.028881294144476,108.09228173071978,31.939090909090957,-164.10272727272735
4,0.75,1.046313795853278,153.62361424088078,195.23909090909092,-85.3848484848485
4,1.0,-29.409832535885165,211.03550033441377,166.0415151515151,-74.00969696969707
4,1.25,-11.827265524515063,254.24399444358698,67.98424242424235,20.443030303030298
4,1.5,-75.09706822040438,2.50359276122855,8.51393939393952,-21.1357575757577
4,1.75,-77.42631578947366,145.5161234372589,70.67606060606064,32.51424242424209
4,2.0,-66.6338437001595,65.10941696249398,93.3563636363636,7.033636363636408
4,2.25,-66.1578389154705,44.67444731697282,78.21606060606076,-8.080909090909358
4,2.5,-95.55708011286947,-39.54858002778199,118.71060606060591,-201.9048484848489
4,2.75,-112.70089712918644,-26.738010624067456,22.05393939393955,3.822727272726965
4,3.0,-54.32127591706542,196.70607417554132,-113.37181818181801,-81.23212121212167
4,3.25,-109.94200956937796,-55.16592581159634,71.67333333333332,-239.62181818181818
4,3.5,-99.8959170653907,71.90117456397587,27.31363636363625,-351.22696969696955
4,3.75,-83.15955342902713,-17.12665534804745,-148.54666666666674,-335.65606060606075
4,4.0,-109.64012759170652,-73.20111899984563,-194.6339393939394,-209.56242424242413
4,4.25,-148.4205103668262,203.71313885887736,-240.51848484848475,-200.91757575757578
4,4.5,-71.48572445098762,-61.07171631424599,-132.05030303030318,-338.0872727272726
4,4.75,-53.194992025518374,-79.01353404589193,-69.6503030303031,-358.60636363636354
4,5.0,-69.13620414673045,109.48538457580896,-247.38090909090906,-351.0166666666667
4,5.25,-56.62899521531101,-153.0015238977208,-99.05575757575755,-171.47939393939396
4,5.5,-46.101599803705085,-8.685753974378812,-132.10909090909092,-151.60363636363638
4,5.75,-40.81266347687399,23.619801924165245,-226.84606060606055,-161.68969696969697
4,6.0,-105.02266225003068,-103.32197664248592,-271.49393939393934,-382.0039015151516
5,-0.5,-50.889590665380155,12.118559974875737,-151.3294807965861,-234.80254702070494
5,-0.25,-87.02865232917864,-21.04000319486386,-112.53946657183504,-247.0665931721194
5,0.0,-76.48694764694764,24.69380041011606,-74.52500711237548,-169.52470839260315
5,0.25,-108.16049826418246,61.4379394226763,-34.55201991465145,-199.4183499288761
5,0.5,-99.4852282141756,118.2403031431979,-76.74349217638685,-41.751351351351445
5,0.75,-77.80011200748041,199.7959560859561,276.26103840682777,-141.56539355144622
5,1.0,-65.12133623133626,203.97412302254415,74.7355681997789,45.31002844950197
5,1.25,-80.85691241270192,290.40883242486194,60.16815512881274,-166.32597439544813
5,1.5,-73.31809697809692,64.90744937450818,117.01349375691467,-161.25489015331138
5,1.75,-91.85717316506786,209.10958390278813,121.21755729413601,2.939952584163237
5,2.0,-31.662619299461475,282.8295505722441,93.43171961435115,-1.5668484273745449
5,2.25,-37.02460061565326,80.98906452671157,51.442298087561326,-256.8437363679472
5,2.5,-36.5570198096514,1.613748198361435,39.38665718349934,-210.64448869922535
5,2.75,-75.73635144529878,-53.99893526935319,-173.46652520942015,-241.1050197565987
5,3.0,-109.95597818650444,4.365811323969112,-70.64016753595696,-83.75990753911809
5,3.25,-134.28099233204495,-59.192820215978145,-192.28589615931702,-228.64541963015654
5,3.5,-127.1504430746536,66.73904229306702,-107.80188477951631,-306.67908250355623
5,3.75,-70.53204458046564,129.69585265374735,129.92345661450923,-200.7391322901849
5,4.0,-95.0157774520932,6.691071864756054,-157.09607396870558,-358.58329302987215
5,4.25,-37.73972513183038,82.67625556520291,-52.79220483641535,-147.76502133712648
5,4.5,-65.27698660382868,-43.02211468474617,-239.86992887624461,-329.2226884779516
5,4.75,45.22736286525762,-28.531557148399244,-221.6271834992888,-266.0340682788051
5,5.0,-121.507120038699,-51.85388594335963,-31.935881934566197,-346.3214153627313
5,5.25,-114.84768816663546,28.55634083160396,-93.93827169274545,-316.2981223328592
5,5.5,-67.00584651637284,-102.15872603293661,-104.24359886201995,-194.67354196301574
5,5.75,-76.29670986776247,74.76463647858382,-119.62169985775239,-244.03820768136558
5,6.0,-62.91231623968468,-161.02575437364908,-122.16991465149358,-315.25415362731155
6,-0.5,-99.87229477241104,-125.8466279069768,-153.50651162790697,-338.65441860465114
6,-0.25,-106.14629072918635,-316.7481173864893,-143.90511627906977,-342.08558139534875
6,0.0,-57.70035160575857,-243.20848560354366,-77.40906976744188,-326.577253599114
6,0.25,-84.76847822074566,-46.06209025470657,-161.2883720930232,-447.04883720930235
6,0.5,-103.40859542266517,20.602652270210505,14.265348837209324,-248.22069767441866
6,0.75,-68.61978036175714,144.14205980066447,51.08999999999994,-291.590930232558
6,1.0,-77.46844315245477,-57.031688342381806,-29.19581395348837,-230.4423255813954
6,1.25,-104.2984173126615,-12.387494462901515,-148.7809302325582,-400.17023255813945
6,1.5,-101.56231266149871,-221.27078626799553,-33.41674418604645,-300.52465116279063
6,1.75,-202.1425489110372,-155.92362679955704,-200.13093023255811,-345.13372093023247
6,2.0,-117.48669619785898,-126.33309523809524,-43.221627906976636,-401.34093023255815
6,2.25,-130.97782945736435,-72.08719822812847,-65.31209302325574,-157.0320930232557
6,2.5,-127.49046511627911,-313.19760797342207,-185.2837209302326,-664.9679069767444
6,2.75,-154.64259689922488,-158.30176633444046,-119.46790697674442,-374.7339534883721
6,3.0,-139.71067829457354,-149.4933748615726,-301.59464008859356,-438.6818604651163
6,3.25,-79.96651808785538,80.70942691029904,-347.1166223698781,-457.9246511627905
6,3.5,-199.38159560723514,-265.97128183831666,-325.1209302325582,-640.5139534883721
6,3.75,-170.29136950904393,-327.8637929125137,-467.48813953488377,-760.8499999999997
6,4.0,-138.19312661498714,-178.70499999999993,-450.5162790697676,-546.8695348837207
6,4.25,-139.9721742340347,-171.48044850498331,-272.7927906976745,-500.44093023255823
6,4.5,-152.65722868217057,-174.82563399778513,-371.8113953488372,-622.838604651163
6,4.75,-129.05128183831675,-209.3041722037653,-295.587906976744,-516.3365116279069
6,5.0,-95.63078995939459,-105.63849390919165,-444.49860465116274,-450.2990697674418
6,5.25,-115.05643133997783,-165.6955564784053,-274.91857142857134,-419.77744186046493
6,5.5,-133.59900609080844,-100.65954318936875,-271.35990033222583,-403.1420930232558
6,5.75,-62.94656423034332,-213.02038482835002,-316.9290365448505,-250.38558139534885
6,6.0,-119.00731358434844,-243.67792081949054,-192.79534883720942,-385.69069767441863
7,-0.5,-148.12313121402408,-86.17766133376428,-1.583529068970286,-279.2300653594772
7,-0.25,-84.03006181318682,160.06775723751042,-61.69968805704097,-273.78730254309085
7,0.0,-83.12714691645888,-32.14564454628007,-31.911523378582196,-191.01682184914102
7,0.25,-60.953633741958335,-141.0724352625666,-169.97791946615476,-262.4949491602662
7,0.5,-107.88725776849202,19.444994209222216,125.62709276018101,-236.4075232166446
7,0.75,-98.74510454181673,101.13237514236464,187.44105203619912,-133.1547108007082
7,1.0,-122.26297859528427,63.17772545556685,108.64562217194575,-160.88271416927972
7,1.25,-82.00534994767136,70.35387035583469,87.66974736048269,-213.7065998183234
7,1.5,-1.0940243982208209,0.343163630836969,244.43094268476628,-97.82781451711115
7,1.75,-65.82791110675039,-116.80112423815682,66.17271870286574,-124.37994998654119
7,2.0,-38.920961365315364,80.99760459953211,2.552409502262446,-193.96442689841902
7,2.25,-32.88861652353249,-18.246696447809878,-31.536588166735193,-204.1216794878486
7,2.5,-52.87166077969649,18.040411664665854,72.76285067873306,-176.75122096664754
7,2.75,-77.13572017268446,-84.76732950872656,64.81456259426851,-173.08695961996838
7,3.0,-80.34088766061981,-93.02633836226798,3.165324283559613,-131.68657764108985
7,3.25,-56.53414137449852,-57.53420137285687,-6.389798436857252,-117.7661356604835
7,3.5,-66.28682234432235,-119.39560454951211,-5.040184766214171,-162.22007000124466
7,3.75,-20.75012624280481,-14.757736517684002,25.152629576306026,-195.32446900036615
7,4.0,-68.02574993458921,-54.83733287545785,82.68612745098041,-98.29046265328877
7,4.25,-41.09185766614337,-64.41145319666326,18.204312011517906,-99.39447484722203
7,4.5,-45.2468906601102,-61.10764503878474,-25.401459276018112,-101.40001166018249
7,4.75,-40.27193947177889,-135.94056412949797,38.41096530920056,-104.39600948235267
7,5.0,10.87079604918891,-51.35930093559517,1.6858044827949143,-27.41432126696833
7,5.25,-97.52231783097855,-57.023248203127395,-39.70613396407512,-98.87412257865505
7,5.5,-51.51841543082044,-58.55999442084528,-12.597168174962293,-62.87650569926967
7,5.75,-47.326109674639085,-37.45059374920537,-8.962401960784316,-92.77712573409069
7,6.0,-56.0238131214024,-55.46245265055933,8.381338612368019,-102.69471307344543
8,-0.5,-60.97858659187152,111.7940649277152,-102.08424242424242,142.73696969696968
8,-0.25,-41.15681220095693,68.21558779647064,75.55818181818181,91.58393939393937
8,0.0,-20.28507177033495,170.15228173071978,39.76909090909095,193.10727272727266
8,0.25,-20.953686204146724,263.8336142408807,129.23909090909092,69.5451515151515
8,0.5,8.630167464114841,211.00550033441377,256.8715151515151,191.9503030303029
8,0.75,-6.247265524515054,138.523994443587,157.84424242424242,262.9630303030303
8,1.0,-66.05706822040437,287.4135927612286,401.91393939393953,136.19424242424222
8,1.25,-54.10631578947367,209.15612343725883,111.99606060606058,253.2942424242422
8,1.5,-43.75384370015948,344.379416962494,210.63636363636363,170.24363636363645
8,1.75,-63.57783891547047,137.3244473169728,31.37606060606069,279.29909090909064
8,2.0,-85.51708011286946,60.71141997221807,99.77060606060594,115.56515151515114
8,2.25,-86.70089712918647,132.8519893759326,203.69393939393962,124.73272727272709
8,2.5,22.478724082934605,205.17607417554143,186.50818181818192,189.99787878787822
8,2.75,-85.10200956937797,123.89407418840366,51.36333333333331,-35.341818181818184
8,3.0,-119.03591706539073,66.3611745639759,-140.56636363636377,-9.266969696969454
8,3.25,-120.91955342902712,45.29334465195254,-37.00666666666671,-92.13606060606077
8,3.5,-149.38012759170653,93.26888100015434,80.9460606060606,62.69757575757586
8,3.75,-48.82051036682622,248.63313885887743,-60.238484848484816,-53.80757575757576
8,4.0,-122.52572445098761,-96.281716314246,-146.27030303030315,-28.827272727272607
8,4.25,-50.334992025518375,-97.64353404589191,44.3496969696969,45.10363636363638
8,4.5,-68.67620414673044,172.14538457580898,62.74909090909088,21.063333333333322
8,4.75,-65.38899521531101,-16.66152389772075,-14.345757575757595,232.33060606060604
8,5.0,-18.921599803705085,85.6042460256212,68.3709090909091,101.73636363636358
8,5.25,12.387336523126004,8.619801924165259,43.783939393939406,44.72030303030307
8,5.5,-60.962662250030654,98.68802335751407,68.05606060606067,48.40609848484849
8,5.75,-47.69143417985525,156.0731620105983,34.74818181818183,12.56693181818186
8,6.0,-49.64038277511962,77.6885980346762,-25.937575757575786,3.6378787878788117
9,-0.5,-75.84212575475733,102.64714507398713,-75.38588193456617,-18.77432906590804
9,-0.25,-23.063680832742605,92.97709766975217,-20.853172119487898,-51.05886992255413
9,0.0,-130.30959066538014,44.17855997487574,-91.86948079658607,-92.52254702070495
9,0.25,-121.34865232917863,250.2199968051361,-25.999466571835036,47.63340682788058
9,0.5,-80.80694764694765,142.18380041011608,301.97499288762447,197.26529160739688
9,0.75,-101.65140735509158,340.7079394226763,184.08798008534853,265.4616500711239
9,1.0,-54.52522821417561,415.5603031431979,403.7965078236131,264.41864864864857
9,1.25,-51.56011200748038,279.2559560859561,223.1110384068278,198.66460644855385
9,1.5,-77.5613362313363,314.2941230225441,225.2655681997789,300.440028449502
9,1.75,-68.71691241270192,203.58883242486192,130.94815512881272,408.774025604552
9,2.0,-13.678096978096871,192.17744937450817,20.983493756914648,152.47510984668864
9,2.25,-59.65717316506786,345.4895839027881,349.377557294136,155.63995258416332
9,2.5,26.25738070053853,238.0495505722441,252.02171961435113,382.7331515726255
9,2.75,-28.86460061565326,84.6890645267116,6.402298087561249,97.30626363205289
9,3.0,-32.3770198096514,268.32374819836144,-152.25334281650072,44.0755113007746
9,3.25,-88.9163514452988,-148.40893526935315,-24.836525209420188,-248.92501975659872
9,3.5,-60.53597818650442,31.575811323969106,-0.09016753595697935,76.06009246088192
9,3.75,-120.70099233204496,22.617179784021843,-223.865896159317,56.96458036984343
9,4.0,-45.430443074653596,273.259042293067,113.45811522048368,-85.34908250355623
9,4.25,-39.35204458046563,73.78585265374734,8.533456614509205,-20.77913229018487
9,4.5,-82.55577745209321,162.04107186475605,26.513926031294424,76.66670697012792
9,4.75,-57.759725131830386,211.45625556520292,50.27779516358469,97.98497866287349
9,5.0,-8.996986603828676,290.34788531525385,6.200071123755372,27.047311522048304
9,5.25,-49.47263713474237,-50.24155714839924,29.202816500711187,-98.714068278805
9,5.5,-30.627120038698987,-55.30388594335963,34.17411806543379,23.158584637268795
9,5.75,-95.5676881666355,30.786340831603944,16.951728307254598,-18.03812233285914
9,6.0,-45.88584651637283,34.16127396706341,7.2764011379800735,23.44645803698431
10,-0.5,-140.12313121402408,-136.85766133376427,-68.77443815987938,-301.3500653594772
10,-0.25,-134.7500618131868,-48.852242762489595,29.033039215686316,-329.4473025430908
10,0.0,-76.38714691645887,-98.61564454628005,-89.56152337858221,-210.48682184914102
10,0.25,-88.43363374195832,38.89756473743341,3.2400603318250063,-163.52494916026612
10,0.5,-108.32725776849203,-60.535005790777795,37.486183669271924,-74.2175232166446
10,0.75,-111.64510454181672,102.96237514236464,154.42105203619914,-254.93471080070822
10,1.0,-75.40297859528427,143.13772545556685,68.00257869368485,-197.99271416927968
10,1.25,-110.42534994767136,-60.98612964416532,55.960616925700094,-140.10659981832342
10,1.5,-123.19402439822083,-2.6568363691630097,19.22094268476623,-154.0478145171112
10,1.75,-99.76791110675036,-24.961124238156824,-155.49364493349788,-174.15994998654122
10,2.0,-84.06762803198203,-78.20239540046789,-74.3523731064332,-93.75442689841898
10,2.25,-88.70861652353251,-3.9866964478098907,17.97586831295532,-132.83167948784865
10,2.5,-114.2116607796965,-141.65958833533415,26.904589809167845,-84.23122096664756
10,2.75,-79.37572017268445,-123.11732950872656,-16.734567840514114,-155.56695961996837
10,3.0,-86.42829506802718,-202.896338362268,-50.03467571644039,-131.14657764108986
10,3.25,-36.458585818942964,-10.334201372856867,46.15565610859728,-85.2061356604835
10,3.5,-41.98682234432235,-107.30560454951214,-51.455639311668705,-90.15007000124464
10,3.75,-71.41012624280482,-23.997736517683983,-9.041006787330339,-68.6544690003661
10,4.0,-43.84574993458921,20.562667124542156,64.0561274509804,-20.57046265328875
10,4.25,-91.73185766614338,-39.65145319666325,-16.040031422825507,-105.23447484722203
10,4.5,-102.7068906601102,-32.787645038784746,29.60854072398189,-108.60001166018252
10,4.75,-42.57193947177889,-57.96056412949797,-10.089034690799393,-100.35600948235268
10,5.0,-52.76920395081109,14.580699064404826,-40.794660633484156,-83.88432126696834
10,5.25,-46.66231783097856,-18.973248203127394,-76.09613396407512,-76.16412257865503
10,5.5,-57.498415430820444,-53.39999442084529,89.09283182503769,-66.96650569926967
10,5.75,-75.52610967463909,-71.89059374920537,-38.32240196078431,-75.21712573409069
10,6.0,-41.783813121402396,-55.492452650559315,-39.16866138763197,-105.91471307344541
11,-0.5,-49.69229477241104,43.211279069767414,67.71348837209304,87.85558139534878
11,-0.25,-15.306290729186346,-47.17811738648942,-74.33511627906975,129.3244186046512
11,0.0,4.779648394241427,230.94477021040984,133.98093023255814,100.50274640088597
11,0.25,-46.788478220745674,262.7272120708749,139.9516279069768,249.5911627906977
11,0.5,-63.013039867109626,188.1354429678849,247.89534883720935,345.3293023255814
11,0.75,17.420219638242862,361.6620598006645,194.82999999999993,345.919069767442
11,1.0,-16.048443152454787,283.57831165761826,307.56418604651157,402.4976744186047
11,1.25,-51.458417312661496,360.77250553709854,331.6090697674418,187.72976744186053
11,1.5,-70.08231266149869,311.3992137320045,263.21325581395354,410.4453488372094
11,1.75,-65.88254891103726,249.63637320044296,103.37906976744183,229.02627906976755
11,2.0,-114.10669619785898,141.03690476190476,27.218372093023348,287.28906976744196
11,2.25,-53.39782945736434,201.31280177187153,239.1279069767443,331.54790697674423
11,2.5,-64.65046511627912,53.4023920265779,190.5162790697673,-65.99790697674425
11,2.75,-47.78259689922483,28.318233665559475,-206.08790697674445,49.20604651162802
11,3.0,-80.43067829457354,83.15662513842744,-258.49464008859354,-83.05186046511656
11,3.25,-94.90651808785537,7.599426910299059,-103.04662236987818,-144.50465116279045
11,3.5,-41.921595607235126,163.41871816168336,-4.80093023255818,-53.35395348837221
11,3.75,-107.09136950904389,182.9162070874862,-98.1081395348838,-80.78999999999989
11,4.0,-87.6331266149871,21.595000000000084,-18.37627906976749,-20.05953488372093
11,4.25,-112.71217423403468,97.68955149501662,-12.58279069767444,13.619069767441736
11,4.5,-22.23722868217058,63.80436600221489,-34.60139534883729,-28.768604651162825
11,4.75,-30.911281838316757,189.3458277962347,92.4720930232559,269.363488372093
11,5.0,-56.95078995939461,172.89150609080832,-63.738604651162824,-127.11906976744186
11,5.25,-86.93643133997784,52.94444352159471,-75.45857142857139,29.57255813953503
11,5.5,-6.939006090808444,125.3204568106313,109.4600996677741,95.19790697674416
11,5.75,-1.866564230343318,99.08961517165,-35.65903654485045,-136.61558139534887
11,6.0,-18.84731358434844,29.352079180509477,114.00465116279061,109.79930232558141
12,-0.5,23.081413408128483,641.4140649277153,189.6057575757576,340.43696969696964
12,-0.25,-15.356812200956924,419.2155877964706,172.97818181818184,251.3439393939394
12,0.0,-8.228881294144468,332.28228173071966,149.97909090909098,228.70727272727265
12,0.25,-1.4736862041467216,549.5736142408807,322.5990909090909,362.4151515151515
12,0.5,16.090167464114842,378.72550033441377,495.48151515151517,496.5003030303029
12,0.75,12.552734475484936,655.833994443587,593.7642424242424,631.1430303030304
12,1.0,42.62293177959562,712.0535927612285,528.2939393939396,734.4642424242422
12,1.25,51.37368421052635,780.1861234372589,607.0260606060606,641.3642424242422
12,1.5,18.06615629984052,725.9194169624941,584.0063636363636,584.3436363636365
12,1.75,44.7021610845295,684.2644473169728,627.3460606060609,598.8390909090906
12,2.0,-50.85708011286948,635.771419972218,416.6306060606058,590.1851515151511
12,2.25,27.919102870813525,533.2019893759326,417.4839393939395,479.75272727272716
12,2.5,3.8787240829346032,311.87607417554136,456.5281818181818,327.7678787878784
12,2.75,2.757990430622037,417.71407418840374,164.22333333333336,238.79818181818177
12,3.0,-34.0359170653907,352.2011745639759,306.28363636363633,85.33303030303047
12,3.25,6.14044657097287,200.29334465195254,37.193333333333264,286.3239393939394
